index,Country,Area,Location,LAT,LONG,methode
321,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
322,AUSTRALIA,New South Wales,The Farm,35.4877251,-87.3366845,locatie
323,USA,California,Monterey Bay,36.7999557,-121.9010668,locatie
324,PHILIPPINES,Luzon Island,"Villamar, Caoayan",17.526286,120.3839323,locatie
325,BAHAMAS,The Exuma Cays,Great Exuma,36.223089,-81.7761012,locatie
326,BAHAMAS,The Exuma Cays,Compass Cay,24.2707658,-76.52078513640123,locatie
327,AUSTRALIA,Western Australia,Mauds Point,-25.2303005,121.0187246,countryarea
328,AUSTRALIA,Western Australia,"Falcon Bay Beach, Mandurah",-25.2303005,121.0187246,countryarea
329,REUNION,Saint-Andre,,43.273316,0.8514079,area
330,AUSTRALIA,Queensland,Eva Rock,39.0320131,-81.0228315,locatie
331,USA,Florida,"Melbourne Beach, Brevard County",28.0683496,-80.5603303,locatie
332,BRAZIL,Pernambuco,Fernando de Noronha Marine Park,-8.4116316,-37.5919699,countryarea
333,SOUTH AFRICA,KwaZulu-Natal,Eastmoor Crescent Beach,51.59097175,-3.9878732236466607,locatie
334,USA,South Carolina,16 miles off Hilton Head,33.6874388,-80.4363743,countryarea
335,BAHAMAS,Bimini,,25.70318795,-79.28145926583792,area
336,BRAZIL,Pernambuco,"Boa Viagem, Recife",-8.1235027,-34.9033955,locatie
337,USA,Florida,"Vero Beach, Indian River County",27.6387163,-80.3975399,locatie
338,AUSTRALIA,Queensland,"Boot Reef, Torres Strait",-22.1646782,144.5844903,countryarea
339,AUSTRALIA,Queensland,Clairview,-22.055728000000002,149.46972549723122,locatie
340,USA,Florida,Jensen Beach,27.22089615,-80.25567726584178,locatie
341,INDONESIA,Bali,Balian Beach,-8.5060545,114.966277,locatie
342,AUSTRALIA,Queensland,,-22.1646782,144.5844903,area
343,USA,Florida,"Blockhouse Beach, Brevard County",27.7567667,-81.4639835,countryarea
344,AUSTRALIA,New South Wales,Merimbula,-36.8882027,149.909846,locatie
345,USA,Florida,"Avalon State Park Beach, North Hutchinson Island, St Lucie County",27.7567667,-81.4639835,countryarea
346,AUSTRALIA,Western Australia,"Bundegi Sanctuary Zone, Ningaloo",-25.2303005,121.0187246,countryarea
347,SOUTH AFRICA,Western Cape Province,"Keurbooms Lagoon, Plettenberg Bay",-33.546977,20.72753,countryarea
348,AUSTRALIA,Western Australia,Trigg Beach,-31.8773458,115.75158325035815,locatie
349,FRENCH POLYNESIA,Tuamotos,Takapoto Atoll,error,error,error
350,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
351,AUSTRALIA,New South Wales,Merimbula,-36.8882027,149.909846,locatie
352,AUSTRALIA,New South Wales,Booti Booti National Park,-32.24447495,152.52830043393635,locatie
353,AUSTRALIA,Victoria,Queenscliff,-33.7823916,151.2854011,locatie
354,USA,Hawaii,"Kamaole Beach Park I, Maui",20.72133105,-156.44740074805583,locatie
355,USA,Florida,"Mayport Naval Station Beach, Duval County",27.7567667,-81.4639835,countryarea
356,USA,Florida,Mayport Naval Station Duval County,30.38425255,-81.41534028069897,locatie
357,AUSTRALIA,New South Wales,Broken Head Beach,-28.701705750000002,153.61384702088105,locatie
358,USA,Hawaii,"Hooipa Beach Park, Maui",19.593801499999998,-155.42837009716908,countryarea
359,AUSTRALIA,Queensland,"Kings Beach, Caloundra",-26.8019428,153.1436157,locatie
360,USA,Hawaii,"Charlie Young Beach, Kihei, Maui",19.593801499999998,-155.42837009716908,countryarea
361,MEXICO,,Guadalupe Island,6.8965495,125.7650135,locatie
362,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",-31.8759835,147.2869493,countryarea
363,USA,Oregon,"Indian Beach, Ecola State Park, Clatsop County",43.9792797,-120.737257,countryarea
364,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
365,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
366,AUSTRALIA,New South Wales,"Lighthouse Beach, Ballina",-28.8715325,153.59041337083795,locatie
367,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
368,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
369,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
370,USA,California,"Bunkers, Humboldt Bay, Eureka, Humboldt County",36.7014631,-118.755997,countryarea
371,AUSTRALIA,Victoria,Thirteenth Beach,-28.1141886,153.4692629,locatie
372,AUSTRALIA,Victoria,Bells Beach,-38.36898495,144.2824517159807,locatie
373,AUSTRALIA,Western Australia,Bunbury,-33.3267797,115.636698,locatie
374,USA,Florida,"Ponte Vedra, St. Johns County",30.2274645,-81.3800824,locatie
375,USA,Hawaii,"Makaha, Oahu",19.593801499999998,-155.42837009716908,countryarea
376,NEW CALEDONIA,North Province,Koumac,-20.5613596,164.2811715,locatie
377,USA,South Carolina,"Kingston Plantation, Myrtle Beach, Horry County",33.7674461,-78.77787649821431,locatie
378,AUSTRALIA,Western Australia,Injidup,-33.69738235,114.98972680272396,locatie
379,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
380,USA,California,"Refugio State Beach, Santa Barbara County",34.462428599999996,-120.04799240579183,locatie
381,MEXICO,,Guadalupe Island,6.8965495,125.7650135,locatie
382,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
383,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
384,REUNION,,Boucan Canot,-21.0309795,55.2265631,locatie
385,USA,Florida,"Ponte Vedra, St. Johns County",30.2274645,-81.3800824,locatie
386,BAHAMAS,New Providence Island,Nassau,25.0783456,-77.3383331,locatie
387,USA,Hawaii,Maui,20.802956799999997,-156.31068331602177,locatie
388,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
389,SPAIN,Alicante Province,Arenales del Sol,38.2511969,-0.5201291114891506,locatie
390,CHINA,Hong Kong,,22.2793278,114.1628131,area
391,AUSTRALIA,Western Australia,Near Albany,42.707735650000004,-89.43821429750913,locatie
392,USA,Florida,"Florida Keys, Monroe County",24.6670875,-81.5831421,locatie
393,AUSTRALIA,New South Wales,"Sharpes Beach, Ballina",-31.8759835,147.2869493,countryarea
394,JAPAN,Kochi Prefecture,Irino Beach,34.66469685,137.71334133682177,locatie
395,AUSTRALIA,Tasmania,Clifton Beach,-42.9899255,147.5234993,locatie
396,BAHAMAS,Abaco Islands,Green Turtle Cay,23.469096450000002,-75.8446347829663,locatie
397,AUSTRALIA,Queensland,"20 k off The Spit, off the Gold Coast",-22.1646782,144.5844903,countryarea
398,USA,Alabama,8 miles off Mobile,33.2588817,-86.8295337,countryarea
399,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
400,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
401,USA,California,"Surfside, Orange County",33.7277956,-118.0822856,locatie
402,USA,South Carolina,"North Myrtle Beach, Horry County",33.8278405,-78.6800323,locatie
403,BAHAMAS,,Tiger Beach,20.760939399999998,107.06400184790971,locatie
404,SPAIN,Canary Islands,"Las Teresitas, Tenerife",28.51019385,-16.183842177689186,locatie
405,USA,California,"Capitola, Santa Cruz County",36.9762927,-121.954057,locatie
406,USA,Massachusetts,"Off Gloucester, Essec County",42.3788774,-72.032366,countryarea
407,USA,California,"Off Palos Verdes peninsula, Los Angeles County",36.7014631,-118.755997,countryarea
408,USA,Florida,"Melbourne Beach, Brevard County",28.0683496,-80.5603303,locatie
409,AUSTRALIA,Queensland,Palm Cove,-16.747201,145.66854498757334,locatie
410,USA,South Carolina,Sullivan's Island,32.770151,-79.83133553033889,locatie
411,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",34.6554744,-77.0580759,locatie
412,COLUMBIA,Isla Providencia,,8.3788216,-62.7618809,area
413,SOUTH AFRICA,Western Cape Province,Ryspunt,-33.546977,20.72753,countryarea
414,USA,South Carolina,"North Myrtle Beach, Horry County",33.8278405,-78.6800323,locatie
415,USA,Florida,"Pelican Beach Park, Satellite Beach, Brevard County",28.168189599999998,-80.58789799176321,locatie
416,USA,Hawaii,"Kalapaki Beach, Kauai",21.96022935,-159.35172239903682,locatie
417,AUSTRALIA,Western Australia,Coral Bay,-23.1436752,113.770165,locatie
418,USA,Texas,"Pirates Beach, Galveston",29.20555215,-94.9369341717906,locatie
419,USA,North Carolina,"Atlantic Beach, Emerald Isle, Carteret County",34.6554744,-77.0580759,locatie
420,USA,South Carolina,"Folly Beach, Charleston County",32.6549967,-79.9406093,locatie
421,USA,Florida,"Flagler Beach, Flagler County",29.4749927,-81.1269982,locatie
422,AUSTRALIA,Western Australia,Mindarie,-31.6897332,115.7091824,locatie
423,EGYPT,Suez,Ain Sokhna,29.6505653,32.31215772108346,locatie
424,AUSTRALIA,New South Wales,Kingscliff,-28.2566667,153.5761111,locatie
425,NEW CALEDONIA,,"Côte-Blanche, Nouméa",-22.3096866,166.4586132,locatie
426,AUSTRALIA,Western Australia,"Falcon Beach, Mandurah",-25.2303005,121.0187246,countryarea
427,USA,California,"Corona Del Mar, Newport, Orange County",33.5995916,-117.8737398,locatie
428,USA,Florida,"Neptune, Duval County",30.3194614,-81.3949947924233,locatie
429,USA,Florida,"Vero Beach, Indian River County",27.6387163,-80.3975399,locatie
430,USA,Florida,"St. Petersburg, Pinellas County",27.7703796,-82.6695085,locatie
431,USA,Florida,"Hugenot Beach , Jacksonville, Duval County",27.7567667,-81.4639835,countryarea
432,USA,Florida,"Ponte Vedra, St. Johns County",30.2274645,-81.3800824,locatie
433,USA,Florida,"Boca Raton, Palm Beach County",26.3586885,-80.0830984,locatie
434,USA,Hawaii,"Wailea Beach, Maui",20.68256325,-156.4431133209012,locatie
435,NEW ZEALAND,North Island,Cormandel,-38.00353045,175.95785260835657,countryarea
436,INDONESIA,Bali,Balian,30.2798233,75.8995628,locatie
437,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
438,SOUTH AFRICA,Western Cape Province,"Robberg Beach, Plettenberg Bay",-34.080205,23.371219141913983,locatie
439,AUSTRALIA,New South Wales,"First Sun Beach, Byron Bay",-31.8759835,147.2869493,countryarea
440,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,error,error,error
441,FRENCH POLYNESIA,Tuamotos,Makemo Atoll,error,error,error
442,USA,Florida,"Off Singer Island, Palm Beach County",27.7567667,-81.4639835,countryarea
443,NEW CALEDONIA,Grand Terre,Poe Beach,-21.60946295,165.38872010423216,locatie
444,CAPE VERDE,Boa Vista Island,,22.2533124,114.2223843,area
445,USA,Florida,"Florida Keys, Monroe County",24.6670875,-81.5831421,locatie
446,USA,Florida,"Corners Beach, Jupiter, Palm Beach County",27.7567667,-81.4639835,countryarea
447,USA,Hawaii,"Olowalu, Maui",20.811858,-156.6221108,locatie
448,AUSTRALIA,New South Wales,Bombo Beach,-34.65930085,150.85451672257915,locatie
449,USA,Florida,"Fort Myers Beach, Lee County",26.4520248,-81.948145,locatie
450,AUSTRALIA,New South Wales,North Cronulla Beach,-34.0509649,151.1563013697167,locatie
451,BAHAMAS,,,alleen land bekend,alleen land bekend,error
452,USA,California,"Bolsa Chica State Park, Orange County",33.6950185,-118.0475619,locatie
453,USA,Florida,"Vero Beach, St. Lucie County",27.5561462,-80.3686621,locatie
454,Fiji,Vanua Levu,,-16.5788332,179.1930927246919,area
455,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",27.7567667,-81.4639835,countryarea
456,AUSTRALIA,South Australia,Wrights Bay,45.1586226,-79.7462653,locatie
457,BRAZIL,Santa Catarina State,Escalerio Beach Balneário Camboriú,-26.8989105,-49.0800811,countryarea
458,NEW CALEDONIA,South Province,"Ricaudy Reef, Noumea",-22.27584205,166.6417946075743,countryarea
459,NEW CALEDONIA,South Province,Yate,51.5403113,-2.4134281,locatie
460,DOMINICAN REPUBLIC,Altagracia Province,"Bavaro Beach, Punta Cana",18.2825352,-71.1783122,countryarea
461,CAYMAN ISLANDS,Grand Cayman,Stingray City Bar,19.3757,-81.3048,locatie
462,AUSTRALIA,Tasmania,Nettley Bay,-40.9338966,144.6361724,locatie
463,AUSTRALIA,Queensland,Stradbroke Island,-27.8357175,153.4192647873341,locatie
464,AUSTRALIA,New South Wales,Hams Beach,32.8886298,12.1840764,locatie
465,BRAZIL,Balneário Camboriú,Estaleirinho beach,-27.049268050000002,-48.58776831281135,locatie
466,SOUTH AFRICA,KwaZulu-Natal,,-28.503833,30.8875009,area
467,USA,Hawaii,"Hanalei Bay, Kauai",22.21,-159.5091667,locatie
468,USA,Hawaii,"Hanalei Bay, Kauai,",22.21,-159.5091667,locatie
469,USA,Texas,Off Surfside,31.2638905,-98.5456116,countryarea
470,UNITED ARAB EMIRATES,Fujairah Emirate,35 miles off Fujairah,25.336728100000002,56.172704258882646,countryarea
471,USA,Hawaii,"Wailea Beach, Maui",20.68256325,-156.4431133209012,locatie
472,AUSTRALIA,Queensland,"Happy Valley Beach, Caloundra",-22.1646782,144.5844903,countryarea
473,AUSTRALIA,Queensland,Heron Island,54.46223605,-7.80084118911941,locatie
474,AUSTRALIA,Queensland,Miall Island,-23.1525115,150.9053936,locatie
475,SOUTH AFRICA,KwaZulu-Natal,Westbrook Beach,41.2748217,-72.4834223,locatie
476,SPAIN,Grand Canary Island,"Arinaga Beach, Aguimes, Gran Canaria",error,error,error
477,USA,Hawaii,La'aloa Beach Park,19.593801499999998,-155.42837009716908,countryarea
478,AUSTRALIA,New South Wales,Bondi Beach,-33.8906977,151.2724119,locatie
479,BRAZIL,Pernambuco,Fernano de Noronha,-8.4116316,-37.5919699,countryarea
480,ARUBA,,Boat capsized,error,error,error
481,AUSTRALIA,New South Wales,Lake Macquarie,-33.0657425,151.61098690621913,locatie
482,BAHAMAS,,Off Andros Island,error,error,error
483,SOUTH AFRICA,Eastern Cape Province,Mpande,-11.68113125,27.495083794818747,locatie
484,ECUADOR,Galapagos Islands,"Punta Vicente Roca, Isabella Island",-0.62881505,-90.3638752022324,countryarea
485,USA,Florida,"Playalinda Beach, Brevard County",28.6548961,-80.6308632,locatie
486,USA,Florida,"Palm Beach, Palm Beach County",26.7056172,-80.0361517,locatie
487,USA,Florida,"Ocean Reef Park, Singer Island, Palm Beach County",27.7567667,-81.4639835,countryarea
488,AUSTRALIA,New South Wales,East Ballina,-28.8595562,153.5832729,locatie
489,USA,Florida,"Paradise Beach, Melbourne, Brevard County",28.12303205,-80.57537687455363,locatie
490,USA,Hawaii,"Kehena Beach, Hawaii",19.3949741,-154.92866822528492,locatie
491,USA,Florida,"Cocoa Beach, Brevard County",28.3194741,-80.6102592,locatie
492,MOZAMBIQUE,Inhambane Province,Maxixe,-23.86996285,35.310326824828735,locatie
493,AUSTRALIA,Western Australia,Bald Island,49.6091309,-94.442234,locatie
494,USA,Hawaii,"Malaka, Oahu",19.593801499999998,-155.42837009716908,countryarea
495,SOUTH AFRICA,Western Cape Province,Stil Bay,43.194976049999994,27.947002321263085,locatie
496,USA,Florida,"Playalinda Beach, Brevard County",28.6548961,-80.6308632,locatie
497,USA,Florida,"Deerfield Beach, Broward County",26.318342,-80.0996306,locatie
498,MOZAMBIQUE,Inhambane Province,"Nahaduga, Inhambane Bay",-22.779116,34.5661741,countryarea
499,USA,Hawaii,"Waikiki,",21.2793568,-157.8285713,locatie
500,USA,Hawaii,"Lanikai Beach, Kailua, Oahu",19.593801499999998,-155.42837009716908,countryarea
501,USA,California,"Off Leffingwell Landing, San Luis Obispo County",36.7014631,-118.755997,countryarea
502,USA,South Carolina,"Shipyard Beach Club, Hilton Head Island, Beaufort County",33.6874388,-80.4363743,countryarea
503,USA,Hawaii,"Leftovers, Oahu",19.593801499999998,-155.42837009716908,countryarea
504,MOZAMBIQUE,Inhambane Province,"Maxixe, Inhambane Bay",-23.80425795,35.419416651059244,locatie
505,AUSTRALIA,Western Australia,Pyramids Beach,50.7861817,-1.0378028,locatie
506,USA,Florida,"Pepper Park Beach, St. Lucie County",27.7567667,-81.4639835,countryarea
507,USA,Texas,Galveston,29.299328,-94.7945882,locatie
508,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
509,USA,Florida,"Vilano Beach, St. Johns County",29.9188576,-81.2928499,locatie
510,AUSTRALIA,Queensland,"Russel Island, Frankland Group",-22.1646782,144.5844903,countryarea
511,USA,California,"Horseshoe Rock, Santa Barbara County",36.7014631,-118.755997,countryarea
512,USA,Florida,"New Smyrna Beach, Volusia County",29.0258132,-80.9271271,locatie
513,USA,Hawaii,"Upolu Point, North Kohala, Big Island",19.593801499999998,-155.42837009716908,countryarea
514,USA,Florida,"Fernandina Beach, Amelia Island, Nassau County",30.606293049999998,-81.4509431568714,locatie
515,USA,Florida,"Vilano Beach, St. Johns County",29.9188576,-81.2928499,locatie
516,USA,California,"Gaviota State Beach, Santa Barbara County",36.7014631,-118.755997,countryarea
517,USA,Florida,"Big Talbot Island, Duval County",30.4835724,-81.4400884,locatie
518,USA,Florida,"Jacksonville Beach, Duval County",30.2946859,-81.3931396,locatie
519,AUSTRALIA,New South Wales,North Shelly Beach,-33.3661513,151.49334329257812,locatie
520,USA,California,"El Pescador Beach, Los Angeles County",34.03920555,-118.89286120576921,locatie
521,USA,California,"Deer Creek Beach, Ventura County",36.7014631,-118.755997,countryarea
522,AUSTRALIA,New South Wales,Hallidays Point,-32.0713889,152.5019444,locatie
523,USA,South Carolina,"Myrtle Beach, Horry County",33.6956461,-78.8900409,locatie
524,THAILAND,Phuket,Karon Beach,7.8439574499999996,98.29342474356653,locatie
525,FIJI,,,alleen land bekend,alleen land bekend,error
526,USA,California,"Morro Strand State Beach, San Luis Obispo County",35.39266105,-120.86503268374642,locatie
527,USA,California,"Morro Bay, San Luis Obispo County",35.3658075,-120.849901,locatie
528,USA,Florida,"Cocoa Beach, Brevard County",28.3194741,-80.6102592,locatie
529,AUSTRALIA,New South Wales,Lighthouse Beach,43.3408935,-77.7644529,locatie
530,USA,South Carolina,"Murrells Inlet, Georgetown County",33.5499183,-79.0430329,locatie
531,USA,Florida,"Jacksonville Beach, Duval County",30.2946859,-81.3931396,locatie
532,USA,California,Santa Barbara County,34.7136533,-119.9858232,locatie
533,SPAIN,Alicante,"Poniente Beach, Benidorm",38.5321187,-0.15778347680986604,locatie
534,USA,California,Cortes Bank,10.3346075,123.9412744,locatie
535,AUSTRALIA,New South Wales,Evans Head,-29.1174093,153.4312097,locatie
536,COSTA RICA,Guanacaste,Playa Grande,10.6544136,-63.2849139,locatie
537,AUSTRALIA,Victoria,Tyrendarra Beach,-38.25569435,141.7858267638407,locatie
538,USA,Florida,"Daytona Beach, Volusia County",29.2108147,-81.0228331,locatie
539,USA,South Carolina,"Edisto Beach, Colleton County",32.50739515,-80.3102893797919,locatie
540,AUSTRALIA,Tasmania,"Lachan Island, Mercury Passage",-42.035067,146.6366887,countryarea
541,USA,California,"La Jolla, San Diego County",32.8401623,-117.2740777,locatie
542,AUSTRALIA,Victoria,Tyrendarra Beach near Portland,-36.5986096,144.6780052,countryarea
543,REUNION,,St. Leu,-21.1677694,55.2881932,locatie
544,SOUTH AFRICA,Eastern Cape Province,Jeffrey's Bay,40.6292647,-74.0259399,locatie
545,USA,California,"Huntington Beach, Orange County",33.6783336,-118.0000166,locatie
546,USA,California,"Huntington Beach, Orange County",33.6783336,-118.0000166,locatie
547,FRENCH POLYNESIA,Bora Bora,,-16.504346650000002,-151.73668863927236,area
